id,contig,og,description,start_coord,end_coord,win_var,prob_win_var,io,prob_io
22,0,OG0000488,Primosomal_protein_1,22755,23255,0.0,0.0,0.0,0.0
23,0,OG0000059,Ribosomal_RNA_small_subunit_methyltransferase_D,23503,23871,0.0,0.0,0.0,0.0
24,0,OG0000060,Signal_recognition_particle_receptor_FtsY,24003,25058,0.0,0.0,0.0,0.0
25,0,OG0000061,RNA_polymerase_sigma_factor_RpoH,25214,26071,0.0,0.0,0.0,0.0
26,0,OG0000417,Glutamine--fructose-6-phosphate_aminotransferase_[isomerizing],26225,28051,0.0,0.0,0.0,0.0
27,0,OG0000418,Bifunctional_protein_GlmU,28115,29500,0.0,0.0,0.0,0.0
28,0,OG0000383,Pyridoxal_phosphate_phosphatase_YigL,29642,30466,0.0,0.0,0.0,0.0
29,0,OG0000581,HTH-type_transcriptional_regulator_MetR,30453,31391,0.0,0.0,0.0,0.0
30,0,OG0000062,5-methyltetrahydropteroyltriglutamate--_homocysteine_methyltransferase,31532,33805,0.0,0.0,0.0,0.0
31,0,OG0000419,Bifunctional_purine_biosynthesis_protein_PurH,33999,35579,0.0,0.0,0.0,0.0
32,0,OG0000420,DNA-binding_protein_HU-alpha,35721,35993,0.0,0.0,0.0,0.0
33,0,OG0000063,DNA-directed_RNA_polymerase_subunit_beta',36463,40704,0.0,0.0,0.0,0.0
34,0,OG0000064,DNA-directed_RNA_polymerase_subunit_beta,40773,44801,0.0,0.0,0.0,0.0
35,0,OG0000065,50S_ribosomal_protein_L7/L12,45007,45375,0.0,0.0,0.0,0.0
36,0,OG0000066,50S_ribosomal_protein_L10,45446,45943,0.0,0.0,0.0,0.0
37,0,OG0000067,50S_ribosomal_protein_L1,46191,46886,0.0,0.0,0.0,0.0
38,0,OG0000068,50S_ribosomal_protein_L11,46888,47316,0.0,0.0,0.0,0.0
39,0,OG0000017,Transcription_termination/antitermination_protein_NusG,47344,47889,0.0,0.0,0.0,0.0
40,0,OG0000069,Protein_translocase_subunit_SecE,47894,48277,0.0,0.0,0.0,0.0
41,0,OG0000370,UDP-N-acetylenolpyruvoylglucosamine_reductase,49078,50112,0.0,0.0,0.0,0.0
42,0,OG0000070,5_10-methylenetetrahydrofolate_reductase,50189,51127,0.0,0.0,0.0,0.0
43,0,OG0000560,Acetylornithine_deacetylase,51160,52305,0.0,0.0,0.0,0.0
44,0,OG0000561,N-acetyl-gamma-glutamyl-phosphate_reductase,52469,53473,0.0,0.0,0.0,0.0
45,0,OG0000384,Acetylglutamate_kinase,53489,54265,0.0,0.0,0.0,0.0
46,0,OG0000071,Argininosuccinate_synthase,54294,55499,0.0,0.0,0.0,0.0
47,0,OG0000072,Argininosuccinate_lyase,55540,56919,0.0,0.0,0.0,0.0
48,0,OG0000489,Thiosulfate_sulfurtransferase_GlpE,57050,57493,0.0,0.0,0.0,0.0
49,0,OG0000517,Protein-export_protein_SecB,57569,58033,0.0,0.0,0.0,0.0
50,0,OG0000421,Serine_acetyltransferase,58094,58879,0.0,0.0,0.0,0.0
51,0,OG0000073,RNA_polymerase_sigma_factor_RpoD,59048,60901,0.0,0.0,0.0,0.0
52,0,OG0000018,DNA_primase,61015,62754,0.0,0.0,0.0,0.0
53,0,OG0000074,30S_ribosomal_protein_S21,62833,63048,0.0,0.0,0.0,0.0
54,0,OG0000075,tRNA_N6-adenosine_threonylcarbamoyltransferase,63281,64294,0.0,0.0,0.0,0.0
55,0,OG0000422,3_4-dihydroxy-2-butanone_4-phosphate_synthase,64337,64978,0.0,0.0,0.0,0.0
56,0,OG0000518,Bifunctional_protein_HldE,65253,66197,0.0,0.0,0.0,0.0
57,0,OG0000019,Multifunctional_CCA_protein,66445,67683,0.0,0.0,0.0,0.0
58,0,OG0000423,Undecaprenyl-diphosphatase,67690,68484,0.0,0.0,0.0,0.0
59,0,OG0000385,PTS_system_glucose-specific_EIIA_component,68547,69050,0.0,0.0,0.0,0.0
60,0,OG0000386,Phosphoenolpyruvate-protein_phosphotransferase,69106,70818,0.0,0.0,0.0,0.0
61,0,OG0000424,Phosphocarrier_protein_HPr,70962,71219,0.0,0.0,0.0,0.0
62,0,OG0000519,Cysteine_synthase_A,71358,72326,0.0,0.0,0.0,0.0
63,0,OG0000076,DNA_ligase,72741,74156,0.0,0.0,0.0,0.0
64,0,OG0000619,DNA_ligase,74366,74752,0.0,0.0,0.0,0.0
65,0,OG0000077,Glutamate--tRNA_ligase,75095,76552,0.0,0.0,0.0,0.0
66,0,OG0000345,Flagellar_hook-basal_body_complex_protein_FliE,77072,77377,0.0,0.0,0.0,0.0
67,0,OG0000020,Flagellar_M-ring_protein,77554,79224,0.0,0.0,0.0,0.0
68,0,OG0000078,Flagellar_motor_switch_protein_FliG,79221,80216,0.0,0.0,0.0,0.0
69,0,OG0000323,Flagellar_assembly_protein_FliH,80209,80874,0.0,0.0,0.0,0.0
70,0,OG0000079,Flagellum-specific_ATP_synthase,80874,82235,0.0,0.0,0.0,0.0
71,0,OG0000425,hypothetical_protein,82270,82728,0.0,0.0,0.0,0.0
72,0,OG0000004,Flagellar_hook-length_control_protein,82721,83866,0.0,0.0,0.0,0.0
73,0,OG0000387,Flagellar_motor_switch_protein_FliM,83983,84906,0.0,0.0,0.0,0.0
74,0,OG0000388,Flagellar_motor_switch_protein_FliN,84923,85324,0.0,0.0,0.0,0.0
75,0,OG0000080,Flagellar_biosynthetic_protein_FliP,85342,86469,0.0,0.0,0.0,0.0
76,0,OG0000081,hypothetical_protein,86513,86785,0.0,0.0,0.0,0.0
77,0,OG0000021,hypothetical_protein,86785,87561,0.0,0.0,0.0,0.0
78,0,OG0000082,50S_ribosomal_protein_L33,87690,87857,0.0,0.0,0.0,0.0
79,0,OG0000083,50S_ribosomal_protein_L28,87863,88099,0.0,0.0,0.0,0.0
80,0,OG0000346,Translocation_and_assembly_module_TamB,88296,91202,0.0,0.0,0.0,0.0
81,0,OG0000084,Inorganic_pyrophosphatase,91194,91736,0.0,0.0,0.0,0.0
82,0,OG0000324,Metalloprotease_PmbA,91921,93264,0.0,0.0,0.0,0.0
83,0,OG0000085,Ribosomal_RNA_small_subunit_methyltransferase_I,93737,94594,0.0,0.0,0.0,0.0
84,0,OG0000086,3-oxoacyl-[acyl-carrier-protein]_synthase_1,94715,95938,0.0,0.0,0.0,0.0
85,0,OG0000087,Transaldolase,96082,97032,0.0,0.0,0.0,0.0
86,0,OG0000088,Transketolase_1,97083,99080,0.0,0.0,0.0,0.0
87,0,OG0000089,Succinyl-diaminopimelate_desuccinylase,99170,100297,0.0,0.0,0.0,0.0
88,0,OG0000574,hypothetical_protein,100434,100646,0.0,0.0,0.0,0.0
89,0,OG0000090,4-hydroxy-tetrahydrodipicolinate_synthase,100663,101547,0.0,0.0,0.0,0.0
90,0,OG0000620,Putative_peroxiredoxin_bcp,101886,102362,0.0,0.0,0.0,0.0
91,0,OG0000091,Chorismate_synthase,102466,103527,0.0,0.0,0.0,0.0
92,0,OG0000022,Endonuclease_MutS2,103730,104260,0.0,0.0,0.0,0.0
93,0,OG0000092,ATP_phosphoribosyltransferase,104585,105484,0.0,0.0,0.0,0.0
94,0,OG0000023,Histidinol_dehydrogenase,105492,106799,0.0,0.0,0.0,0.0
95,0,OG0000093,Histidinol-phosphate_aminotransferase,106796,107863,0.0,0.0,0.0,0.0
96,0,OG0000094,Histidine_biosynthesis_bifunctional_protein_HisB,107890,108957,0.0,0.0,0.0,0.0
97,0,OG0000095,Imidazole_glycerol_phosphate_synthase_subunit_HisH,108958,109551,0.0,0.0,0.0,0.0
98,0,OG0000096,1-_5-phosphoribosyl_-5-[_5-_phosphoribosylamino_methylideneamino]_imidazole-4-carboxamide_isomerase,109558,110292,0.0,0.0,0.0,0.0
99,0,OG0000097,Imidazole_glycerol_phosphate_synthase_subunit_HisF,110274,111050,0.0,0.0,0.0,0.0
100,0,OG0000098,Phosphoribosyl-AMP_cyclohydrolase,111044,111667,0.0,0.0,0.0,0.0
101,0,OG0000099,6-phosphogluconate_dehydrogenase__decarboxylating,112092,113513,0.0,0.0,0.0,0.0
102,0,OG0000426,dCTP_deaminase,113675,114256,0.0,0.0,0.0,0.0
103,0,OG0000100,Methionine--tRNA_ligase,114350,115987,0.0,0.0,0.0,0.0
104,0,OG0000347,tRNA_Ile_-lysidine_synthase,116022,117359,0.0,0.0,0.0,0.0
105,0,OG0000427,Riboflavin_synthase,117605,118231,0.0,0.0,0.0,0.0
106,0,OG0000490,Electron_transport_complex_subunit_RsxA,118266,118847,0.0,0.0,0.0,0.0
107,0,OG0000491,Electron_transport_complex_subunit_RsxB,118850,119356,0.0,0.0,0.0,0.0
108,0,OG0000492,Electron_transport_complex_subunit_RsxC,119898,120536,0.0,0.0,0.0,0.0
109,0,OG0000621,hypothetical_protein,120818,121000,0.0,0.0,0.0,0.0
110,0,OG0000493,Electron_transport_complex_subunit_RsxD,121037,122086,0.0,0.0,0.0,0.0
111,0,OG0000494,Electron_transport_complex_subunit_RsxG,122083,122691,0.0,0.0,0.0,0.0
112,0,OG0000495,Electron_transport_complex_subunit_RsxE,122708,123379,0.0,0.0,0.0,0.0
113,0,OG0000325,Endonuclease_III,123387,124016,0.0,0.0,0.0,0.0
114,0,OG0000496,Primosomal_protein_N',124043,126205,0.0,0.0,0.0,0.0
115,0,OG0000024,Tyrosine--tRNA_ligase,126368,127636,0.0,0.0,0.0,0.0
116,0,OG0000101,Iron-binding_protein_IscA,127660,128049,0.0,0.0,0.0,0.0
117,0,OG0000389,hypothetical_protein,128277,129371,0.0,0.0,0.0,0.0
118,0,OG0000102,Phospho-2-dehydro-3-deoxyheptonate_aldolase__Trp-sensitive,129783,130829,0.0,0.0,0.0,0.0
119,0,OG0000103,Threonine--tRNA_ligase,130947,132875,0.0,0.0,0.0,0.0
120,0,OG0000104,Translation_initiation_factor_IF-3,133080,133418,0.0,0.0,0.0,0.0
121,0,OG0000105,50S_ribosomal_protein_L35,133478,133687,0.0,0.0,0.0,0.0
122,0,OG0000106,50S_ribosomal_protein_L20,133729,134085,0.0,0.0,0.0,0.0
123,0,OG0000025,Phenylalanine--tRNA_ligase_alpha_subunit,134240,135229,0.0,0.0,0.0,0.0
124,0,OG0000026,Phenylalanine--tRNA_ligase_beta_subunit,135239,137635,0.0,0.0,0.0,0.0
125,0,OG0000390,Integration_host_factor_subunit_alpha,137640,137942,0.0,0.0,0.0,0.0
126,0,OG0000520,S-adenosylmethionine_tRNA_ribosyltransferase-isomerase,138018,139091,0.0,0.0,0.0,0.0
127,0,OG0000521,Queuine_tRNA-ribosyltransferase,139148,140254,0.0,0.0,0.0,0.0
128,0,OG0000391,hypothetical_protein,140289,140621,0.0,0.0,0.0,0.0
129,0,OG0000027,Glycine--tRNA_ligase_beta_subunit,140651,142726,0.0,0.0,0.0,0.0
130,0,OG0000028,Glycine--tRNA_ligase_alpha_subunit,142755,143633,0.0,0.0,0.0,0.0
131,0,OG0000587,GTP_cyclohydrolase_1,143817,144473,0.0,0.0,0.0,0.0
132,0,OG0000107,Endonuclease_4,144620,145459,0.0,0.0,0.0,0.0
133,0,OG0000108,50S_ribosomal_protein_L25,145504,145794,0.0,0.0,0.0,0.0
134,0,OG0000358,Inner_membrane_protein_YabI,145841,146599,0.0,0.0,0.0,0.0
135,0,OG0000522,Chaperone_SurA,146862,148160,0.0,0.0,0.0,0.0
136,0,OG0000029,Ribosomal_RNA_small_subunit_methyltransferase_A,148228,149052,0.0,0.0,0.0,0.0
137,0,OG0000371,Bis_5'-nucleosyl_-tetraphosphatase__symmetrical,149082,149903,0.0,0.0,0.0,0.0
138,0,OG0000428,Dihydrofolate_reductase,149938,150423,0.0,0.0,0.0,0.0
139,0,OG0000030,Carbamoyl-phosphate_synthase_large_chain,150504,153737,0.0,0.0,0.0,0.0
140,0,OG0000109,Carbamoyl-phosphate_synthase_small_chain,153751,154896,0.0,0.0,0.0,0.0
141,0,OG0000031,4-hydroxy-tetrahydrodipicolinate_reductase,155046,155867,0.0,0.0,0.0,0.0
142,0,OG0000429,4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase,155880,156821,0.0,0.0,0.0,0.0
143,0,OG0000430,Lipoprotein_signal_peptidase,156895,157365,0.0,0.0,0.0,0.0
144,0,OG0000110,Isoleucine--tRNA_ligase,157362,160178,0.0,0.0,0.0,0.0
145,0,OG0000523,Riboflavin_biosynthesis_protein_RibF,160207,161145,0.0,0.0,0.0,0.0
146,0,OG0000111,30S_ribosomal_protein_S20,161309,161578,0.0,0.0,0.0,0.0
147,0,OG0000112,Chaperone_protein_DnaJ,161635,162771,0.0,0.0,0.0,0.0
148,0,OG0000032,Chaperone_protein_DnaK,162874,164790,0.0,0.0,0.0,0.0
149,0,OG0000113,NAD_P_H-quinone_oxidoreductase_subunit_3,165160,165540,0.0,0.0,0.0,0.0
150,0,OG0000114,NADH-quinone_oxidoreductase_subunit_B,165586,166269,0.0,0.0,0.0,0.0
151,0,OG0000115,NADH-quinone_oxidoreductase_subunit_C/D,166375,168168,0.0,0.0,0.0,0.0
152,0,OG0000033,NADH-quinone_oxidoreductase_subunit_E,168171,168677,0.0,0.0,0.0,0.0
153,0,OG0000116,NADH-quinone_oxidoreductase_subunit_F,168674,170017,0.0,0.0,0.0,0.0
154,0,OG0000117,NADH-quinone_oxidoreductase_subunit_G,170089,172821,0.0,0.0,0.0,0.0
155,0,OG0000118,NADH-quinone_oxidoreductase_subunit_H,172818,173786,0.0,0.0,0.0,0.0
156,0,OG0000119,NADH-quinone_oxidoreductase_subunit_I,173808,174350,0.0,0.0,0.0,0.0
157,0,OG0000120,NADH-quinone_oxidoreductase_subunit_J,174365,174856,0.0,0.0,0.0,0.0
158,0,OG0000121,NADH-quinone_oxidoreductase_subunit_K,174899,175201,0.0,0.0,0.0,0.0
159,0,OG0000122,NADH-quinone_oxidoreductase_subunit_L,175198,177045,0.0,0.0,0.0,0.0
160,0,OG0000034,NADH-quinone_oxidoreductase_subunit_M,177130,178635,0.0,0.0,0.0,0.0
161,0,OG0000123,NADH-quinone_oxidoreductase_subunit_N,178667,180127,0.0,0.0,0.0,0.0
162,0,OG0000588,Inner_membrane_protein_alx,180194,181126,0.0,0.0,0.0,0.0
163,0,OG0000431,Dihydrofolate_synthase/folylpolyglutamate_synthase,181237,182493,0.0,0.0,0.0,0.0
164,0,OG0000432,hypothetical_protein,182516,182713,0.0,0.0,0.0,0.0
165,0,OG0000124,Ribose-phosphate_pyrophosphokinase,183061,184008,0.0,0.0,0.0,0.0
166,0,OG0000497,4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase,184078,184956,0.0,0.0,0.0,0.0
167,0,OG0000125,Peptide_chain_release_factor_RF1,185288,186373,0.0,0.0,0.0,0.0
168,0,OG0000126,Release_factor_glutamine_methyltransferase,186370,187197,0.0,0.0,0.0,0.0
169,0,OG0000127,hypothetical_protein,187362,188171,0.0,0.0,0.0,0.0
170,0,OG0000498,NH_3_-dependent_NAD_+__synthetase,188190,188996,0.0,0.0,0.0,0.0
171,0,OG0000128,Acetate_kinase,189118,190329,0.0,0.0,0.0,0.0
172,0,OG0000005,Phosphate_acetyltransferase,190398,192512,0.0,0.0,0.0,0.0
173,0,OG0000433,Ribonucleoside-diphosphate_reductase_1_subunit_beta,192782,193912,0.0,0.0,0.0,0.0
174,0,OG0000434,Ribonucleoside-diphosphate_reductase_1_subunit_alpha,193963,196254,0.0,0.0,0.0,0.0
175,0,OG0000129,DNA_gyrase_subunit_A,196355,198832,0.0,0.0,0.0,0.0
176,0,OG0000392,hypothetical_protein,199111,199815,0.0,0.0,0.0,0.0
177,0,OG0000130,putative_peroxiredoxin,199918,200514,0.0,0.0,0.0,0.0
178,0,OG0000326,Uracil-DNA_glycosylase,200770,201297,0.0,0.0,0.0,0.0
179,0,OG0000131,Protein_GrpE,201376,201942,0.0,0.0,0.0,0.0
180,0,OG0000435,NAD_kinase,202048,202926,0.0,0.0,0.0,0.0
181,0,OG0000551,Outer_membrane_protein_assembly_factor_BamE,203016,203330,0.0,0.0,0.0,0.0
182,0,OG0000132,Glutaredoxin_4,203859,204182,0.0,0.0,0.0,0.0
183,0,OG0000133,Ribonuclease_T,204291,204950,0.0,0.0,0.0,0.0
184,0,OG0000393,Superoxide_dismutase_[Mn],205283,205894,0.0,0.0,0.0,0.0
185,0,OG0000134,Peptidyl-tRNA_hydrolase,206033,206581,0.0,0.0,0.0,0.0
186,0,OG0000135,Ribosome-binding_ATPase_YchF,206655,207743,0.0,0.0,0.0,0.0
187,0,OG0000136,Threonine_synthase,207801,209090,0.0,0.0,0.0,0.0
188,0,OG0000137,Homoserine_kinase,209094,210023,0.0,0.0,0.0,0.0
189,0,OG0000035,Bifunctional_aspartokinase/homoserine_dehydrogenase_1,210043,212487,0.0,0.0,0.0,0.0
190,0,OG0000524,Hypoxanthine_phosphoribosyltransferase,213256,213789,0.0,0.0,0.0,0.0
191,0,OG0000552,Pantothenate_synthetase,213798,214655,0.0,0.0,0.0,0.0
192,0,OG0000553,3-methyl-2-oxobutanoate_hydroxymethyltransferase,214671,215462,0.0,0.0,0.0,0.0
193,0,OG0000359,RNA_polymerase-binding_transcription_factor_DksA,215561,216016,0.0,0.0,0.0,0.0
194,0,OG0000138,tRNA_pseudouridine_synthase_A,216323,217114,0.0,0.0,0.0,0.0
195,0,OG0000499,Penicillin-binding_protein_1B,217967,218131,0.0,0.0,0.0,0.0
196,0,OG0000139,Protein_translocase_subunit_SecA,219583,222207,0.0,0.0,0.0,0.0
197,0,OG0000570,8-oxo-dGTP_diphosphatase,222237,222629,0.0,0.0,0.0,0.0
198,0,OG0000500,Dephospho-CoA_kinase,222655,223287,0.0,0.0,0.0,0.0
199,0,OG0000436,GMP_reductase,223437,224486,0.0,0.0,0.0,0.0
200,0,OG0000140,Pyruvate_dehydrogenase_E1_component,224713,227379,0.0,0.0,0.0,0.0
201,0,OG0000141,Dihydrolipoyllysine-residue_acetyltransferase_component_of_pyruvate_dehydrogenase_complex,227392,228618,0.0,0.0,0.0,0.0
202,0,OG0000142,Dihydrolipoyl_dehydrogenase,228645,230075,0.0,0.0,0.0,0.0
203,0,OG0000554,S-adenosylmethionine_decarboxylase_proenzyme,230163,230969,0.0,0.0,0.0,0.0
204,0,OG0000555,Polyamine_aminopropyltransferase,230997,231857,0.0,0.0,0.0,0.0
205,0,OG0000372,5'-methylthioadenosine/S-adenosylhomocysteine_nucleosidase,232080,232787,0.0,0.0,0.0,0.0
206,0,OG0000143,Iron-sulfur_cluster_insertion_protein_ErpA,232865,233209,0.0,0.0,0.0,0.0
207,0,OG0000144,Cell_division_protein_FtsZ,233484,234638,0.0,0.0,0.0,0.0
208,0,OG0000145,Cell_division_protein_FtsA,234686,235942,0.0,0.0,0.0,0.0
209,0,OG0000437,D-alanine--D-alanine_ligase_B,236288,237208,0.0,0.0,0.0,0.0
210,0,OG0000438,UDP-N-acetylmuramate--L-alanine_ligase,237205,238332,0.0,0.0,0.0,0.0
211,0,OG0000622,UDP-N-acetylmuramate--L-alanine_ligase,238341,238655,0.0,0.0,0.0,0.0
212,0,OG0000439,UDP-N-acetylglucosamine--N-acetylmuramyl-__pentapeptide__pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase,238707,239771,0.0,0.0,0.0,0.0
213,0,OG0000394,putative_peptidoglycan_glycosyltransferase_FtsW,239772,240830,0.0,0.0,0.0,0.0
214,0,OG0000440,UDP-N-acetylmuramoylalanine--D-glutamate_ligase,240919,242241,0.0,0.0,0.0,0.0
215,0,OG0000360,Phospho-N-acetylmuramoyl-pentapeptide-_transferase,242241,242996,0.0,0.0,0.0,0.0
216,0,OG0000360,Phospho-N-acetylmuramoyl-pentapeptide-_transferase,242241,242996,0.0,0.0,0.0,0.0
217,0,OG0000003,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-_alanine_ligase,243291,243872,0.0,0.0,0.0,0.0
218,0,OG0000003,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-_alanine_ligase,243291,243872,0.0,0.0,0.0,0.0
219,0,OG0000623,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2__6-diaminopimelate_ligase,244660,244956,0.0,0.0,0.0,0.0
220,0,OG0000348,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2__6-diaminopimelate_ligase,244956,246155,0.0,0.0,0.0,0.0
221,0,OG0000441,Peptidoglycan_D_D-transpeptidase_FtsI,246172,247878,0.0,0.0,0.0,0.0
222,0,OG0000501,Cell_division_protein_FtsL,247950,248195,0.0,0.0,0.0,0.0
223,0,OG0000146,Ribosomal_RNA_small_subunit_methyltransferase_H,248198,249178,0.0,0.0,0.0,0.0
224,0,OG0000147,Acetolactate_synthase_isozyme_3_small_subunit,249309,249785,0.0,0.0,0.0,0.0
225,0,OG0000148,Acetolactate_synthase_isozyme_3_large_subunit,249790,251505,0.0,0.0,0.0,0.0
226,0,OG0000442,FAD_protein_FMN_transferase,251718,252635,0.0,0.0,0.0,0.0
227,0,OG0000443,Periplasmic_serine_endoprotease_DegP,252941,254377,0.0,0.0,0.0,0.0
228,0,OG0000149,2_3_4_5-tetrahydropyridine-2_6-dicarboxylate_N-succinyltransferase,254426,255247,0.0,0.0,0.0,0.0
229,0,OG0000150,Methionine_aminopeptidase,255297,256082,0.0,0.0,0.0,0.0
230,0,OG0000151,30S_ribosomal_protein_S2,256370,257104,0.0,0.0,0.0,0.0
231,0,OG0000036,Elongation_factor_Ts,257146,257949,0.0,0.0,0.0,0.0
232,0,OG0000349,Uridylate_kinase,258047,258769,0.0,0.0,0.0,0.0
233,0,OG0000152,Ribosome-recycling_factor,258819,259376,0.0,0.0,0.0,0.0
234,0,OG0000444,1-deoxy-D-xylulose_5-phosphate_reductoisomerase,259481,260677,0.0,0.0,0.0,0.0
235,0,OG0000445,Ditrans_polycis-undecaprenyl-diphosphate_synthase___2E_6E_-farnesyl-diphosphate_specific_,260728,261477,0.0,0.0,0.0,0.0
236,0,OG0000153,Outer_membrane_protein_assembly_factor_BamA,261670,264069,0.0,0.0,0.0,0.0
237,0,OG0000154,3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_FabZ,264145,264603,0.0,0.0,0.0,0.0
238,0,OG0000155,DNA_polymerase_III_subunit_alpha,264635,268120,0.0,0.0,0.0,0.0
239,0,OG0000037,Proline--tRNA_ligase,268140,269855,0.0,0.0,0.0,0.0
240,0,OG0000156,Flagellar_biosynthetic_protein_FlhB,270067,271212,0.0,0.0,0.0,0.0
241,0,OG0000038,Flagellar_biosynthesis_protein_FlhA,271205,273292,0.0,0.0,0.0,0.0
242,0,OG0000157,Arginine--tRNA_ligase,273397,275139,0.0,0.0,0.0,0.0
243,0,OG0000607,Hydroxyacylglutathione_hydrolase_GloB,277295,278047,0.0,0.0,0.0,0.0
244,0,OG0000361,Ribonuclease_HI,278071,278556,0.0,0.0,0.0,0.0
245,0,OG0000158,DNA_polymerase_III_subunit_epsilon,278600,279304,0.0,0.0,0.0,0.0
246,0,OG0000525,Phosphoheptose_isomerase,279530,280114,0.0,0.0,0.0,0.0
247,0,OG0000446,Xanthine_phosphoribosyltransferase,280218,280682,0.0,0.0,0.0,0.0
248,0,OG0000039,Protein_GrpE,280779,281387,0.0,0.0,0.0,0.0
249,0,OG0000502,Persistence_and_stress-resistance_antitoxin_PasI,281392,281679,0.0,0.0,0.0,0.0
250,0,OG0000159,SsrA-binding_protein,281802,282293,0.0,0.0,0.0,0.0
251,0,OG0000160,tRNA-specific_adenosine_deaminase,282303,282758,0.0,0.0,0.0,0.0
252,0,OG0000161,Holo-[acyl-carrier-protein]_synthase,282784,283164,0.0,0.0,0.0,0.0
253,0,OG0000162,Ribonuclease_3,284091,284771,0.0,0.0,0.0,0.0
254,0,OG0000163,Signal_peptidase_I,284909,285847,0.0,0.0,0.0,0.0
255,0,OG0000164,Elongation_factor_4,285864,287657,0.0,0.0,0.0,0.0
256,0,OG0000165,tRNA-specific_2-thiouridylase_MnmA,287920,289023,0.0,0.0,0.0,0.0
257,0,OG0000447,Adenylosuccinate_lyase,289173,290543,0.0,0.0,0.0,0.0
258,0,OG0000448,Endo-type_membrane-bound_lytic_murein_transglycosylase_A,290851,291219,0.0,0.0,0.0,0.0
259,0,OG0000166,Enoyl-[acyl-carrier-protein]_reductase_[NADH]_FabI,291293,292075,0.0,0.0,0.0,0.0
260,0,OG0000167,Exoribonuclease_2,292269,294209,0.0,0.0,0.0,0.0
261,0,OG0000350,hypothetical_protein,294273,294908,0.0,0.0,0.0,0.0
262,0,OG0000041,Octanoyltransferase,294987,295643,0.0,0.0,0.0,0.0
263,0,OG0000008,Lipoyl_synthase,295766,296725,0.0,0.0,0.0,0.0
264,0,OG0000449,Orotidine_5'-phosphate_decarboxylase,296820,297530,0.0,0.0,0.0,0.0
265,0,OG0000450,GTP_cyclohydrolase-2,297655,298245,0.0,0.0,0.0,0.0
266,0,OG0000451,Cardiolipin_synthase_A,298432,299892,0.0,0.0,0.0,0.0
267,0,OG0000168,putative_acyl-CoA_thioester_hydrolase,300252,300695,0.0,0.0,0.0,0.0
268,0,OG0000452,Intracellular_septation_protein,300701,301234,0.0,0.0,0.0,0.0
269,0,OG0000009,hypothetical_protein,301263,302006,0.0,0.0,0.0,0.0
270,0,OG0000169,Tryptophan_synthase_alpha_chain,302118,302933,0.0,0.0,0.0,0.0
271,0,OG0000351,Tryptophan_synthase_beta_chain,302920,304119,0.0,0.0,0.0,0.0
272,0,OG0000327,Tryptophan_biosynthesis_protein_TrpCF,304157,305512,0.0,0.0,0.0,0.0
